instance,strategy,alpha,seed,max_time,initial_obj,final_obj,total_time,iterations,customers_served,final_profit,final_distance,construction_time
50_rc102_cap.json,first,0.5,42,120.0,45.400000000000006,182.60000000000002,0.017827272415161133,8,12,370.0,374.79999999999995,0.0005795955657958984
50_rc102_cap.json,first,1.0,42,120.0,-139.2,-4.7999999999999545,0.017620563507080078,8,12,370.0,374.79999999999995,0.00054168701171875
50_rc103_cap.json,best,0.01,42,120.0,246.56,696.533,0.12105560302734375,13,20,700.0,346.7,0.00061798095703125
50_rc103_cap.json,best,0.1,42,120.0,215.6,665.33,0.12196874618530273,13,20,700.0,346.7,0.0005712509155273438
50_rc103_cap.json,best,0.5,42,120.0,78.0,526.65,0.12279582023620605,13,20,700.0,346.7,0.0005767345428466797
50_rc103_cap.json,best,1.0,42,120.0,-94.0,363.1,0.14376044273376465,13,19,650.0,286.9,0.0006613731384277344
50_rc103_cap.json,first,0.01,42,120.0,246.56,445.973,0.04026031494140625,13,16,450.0,402.7,0.0005784034729003906
50_rc103_cap.json,first,0.1,42,120.0,215.6,409.73,0.04149031639099121,13,16,450.0,402.7,0.0007157325744628906
50_rc103_cap.json,first,0.5,42,120.0,78.0,259.75,0.03270912170410156,12,15,430.0,340.5,0.0005681514739990234
50_rc103_cap.json,first,1.0,42,120.0,-94.0,199.3,0.04516434669494629,11,16,490.0,290.7,0.0007374286651611328
50_rc104_cap.json,best,0.01,42,120.0,345.391,385.391,0.005395650863647461,1,11,390.0,460.90000000000003,0.0005624294281005859
50_rc104_cap.json,best,0.1,42,120.0,303.90999999999997,343.90999999999997,0.005945920944213867,1,11,390.0,460.90000000000003,0.0005726814270019531
50_rc104_cap.json,best,0.5,42,120.0,119.54999999999998,159.54999999999998,0.0054814815521240234,1,11,390.0,460.90000000000003,0.0005707740783691406
50_rc104_cap.json,best,1.0,42,120.0,-110.90000000000003,-70.90000000000003,0.0053899288177490234,1,11,390.0,460.90000000000003,0.0005729198455810547
50_rc104_cap.json,first,0.01,42,120.0,345.391,385.391,0.001964092254638672,1,11,390.0,460.90000000000003,0.0006427764892578125
